DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF
1,562,32,0.06,0.15,8.34
0,562,71,0.13,0.11,25.26
0,562,19,0.03,0.11,7.61
1,562,24,0.04,0.06,11.81
1,562,56,0.1,0.25,21.53
1,562,25,0.04,0.12,12.34
1,562,57,0.1,0.17,24.58
0,562,31,0.06,0.13,11.15
1,562,40,0.07,0.11,12.69
1,562,110,0.2,0.39,43.24
0,562,75,0.13,0.2,26.7
1,562,34,0.06,0.12,12.03
0,562,56,0.1,0.13,23.12
1,562,70,0.12,0.13,23.18
1,562,51,0.09,0.11,20.3
1,562,46,0.08,0.12,17.36
1,562,51,0.09,0.1,20.83
0,562,63,0.11,0.15,21.15
0,562,36,0.06,0.18,22.93
0,562,26,0.05,0.18,6.83
1,562,83,0.15,0.2,31.99
0,562,82,0.15,0.32,31.54
0,562,70,0.12,0.2,27.84
0,562,27,0.05,0.14,9.66
0,562,9,0.02,0.05,4.41
0,562,90,0.16,0.11,38.65
0,562,67,0.12,0.12,27.41
1,562,45,0.08,0.13,18.09
0,562,52,0.09,0.13,23
0,562,95,0.17,0.27,43.07
0,562,51,0.09,0.15,17.62
0,562,42,0.07,0.14,12.93
0,562,36,0.06,0.08,15.17
0,562,50,0.09,0.07,23.48
0,562,51,0.09,0.17,18.3
1,562,51,0.09,0.09,19.61
1,562,129,0.23,0.18,51.65
1,562,29,0.05,0.13,13.15
1,562,86,0.15,0.26,30.6
0,562,52,0.09,0.09,22.42
0,562,33,0.06,0.09,12.38
0,562,72,0.13,0.17,25.72
0,562,47,0.08,0.18,21.96
1,562,36,0.06,0.13,13.31
1,562,36,0.06,0.12,13.54
1,562,82,0.15,0.26,31.87
1,562,39,0.07,0.2,14.5
1,562,56,0.1,0.14,20.37
1,562,54,0.1,0.12,24.39
1,562,59,0.1,0.1,23.45
1,562,14,0.02,0.11,6.52
1,562,22,0.04,0.1,13.12
0,562,28,0.05,0.05,12.43
0,562,28,0.05,0.12,8.94
0,562,27,0.05,0.25,9.15
0,562,31,0.06,0.06,15.17
0,562,53,0.09,0.07,18.88
1,562,39,0.07,0.14,13.25
1,562,27,0.05,0.05,10.77
0,562,41,0.07,0.12,14.53
0,562,34,0.06,0.18,12.65
0,562,57,0.1,0.1,20.62
0,562,158,0.28,0.35,72.56
0,562,25,0.04,0.17,5.96
0,562,50,0.09,0.07,20.32
0,562,83,0.15,0.15,27.41
0,562,24,0.04,0.09,5.87
0,562,66,0.12,0.2,30.06
0,562,39,0.07,0.06,12.5
0,562,42,0.07,0.07,17.25
0,562,93,0.17,0.14,38.31
0,562,78,0.14,0.35,28.04
0,562,67,0.12,0.06,24.3
1,562,63,0.11,0.2,25.26
1,562,53,0.09,0.17,21.47
0,562,57,0.1,0.12,24.15
0,562,31,0.06,0.15,11.46
1,562,44,0.08,0.13,15.61
1,562,65,0.12,0.2,26.25
1,562,22,0.04,0.05,9.32
0,562,52,0.09,0.11,17.95
1,562,34,0.06,0.05,13.06
1,562,63,0.11,0.12,29.23
0,562,78,0.14,0.19,25.27
0,562,51,0.09,0.13,14.92
0,562,31,0.06,0.06,13.26
0,562,92,0.16,0.25,36.88
0,562,39,0.07,0.13,15.99
0,562,58,0.1,0.16,23.58
0,562,53,0.09,0.07,20.77
0,562,27,0.05,0.06,14.92
0,562,18,0.03,0.12,8.38
0,562,88,0.16,0.14,35.39
1,196,82,0.42,0.11,21.65
1,196,82,0.42,0.09,19.15
1,196,80,0.41,0.13,17.52
0,196,93,0.47,0.15,23.45
1,196,87,0.44,0.11,23.17
1,196,52,0.27,0.08,11.64
0,196,60,0.31,0.11,13.55
0,196,80,0.41,0.18,19.89
0,196,96,0.49,0.2,27.74
0,196,33,0.17,0.09,8.03
0,196,79,0.4,0.13,18.4
0,196,50,0.26,0.08,14.85
0,196,5,0.03,0.04,1.62
1,196,27,0.14,0.1,4.63
0,196,32,0.16,0.11,9.43
1,196,43,0.22,0.11,9.98
1,196,17,0.09,0.09,2.27
0,196,34,0.17,0.1,6.33
0,196,63,0.32,0.14,15.77
0,196,41,0.21,0.12,7.59
0,196,39,0.2,0.09,9.43
1,196,49,0.25,0.15,10.75
1,196,36,0.18,0.08,8.13
1,196,30,0.15,0.06,7.63
1,196,32,0.16,0.09,8.08
1,196,115,0.59,0.21,30.66
0,196,37,0.19,0.11,7.23
0,196,19,0.1,0.06,3.52
0,196,44,0.22,0.13,9.66
0,179,87,0.49,0.15,14.09
0,179,18,0.1,0.07,2.92
0,179,79,0.44,0.26,10.71
1,179,50,0.28,0.07,7.42
1,179,38,0.21,0.09,5.22
1,179,50,0.28,0.18,8.66
1,179,80,0.45,0.16,14.49
1,179,60,0.34,0.06,10.43
1,179,79,0.44,0.24,12.14
0,179,60,0.34,0.2,9.36
0,179,44,0.25,0.23,5.55
0,179,42,0.23,0.11,6.91
0,179,28,0.16,0.13,5.18
0,179,82,0.46,0.22,13.35
0,179,97,0.54,0.24,15.44
0,179,28,0.16,0.13,4.09
0,179,50,0.28,0.16,6.69
0,179,77,0.43,0.4,10.33
0,179,32,0.18,0.1,4.2
0,179,41,0.23,0.18,6.47
0,179,62,0.35,0.19,10.45
1,179,56,0.31,0.38,7.03
1,179,67,0.37,0.31,8.39
1,179,35,0.2,0.15,5.59
1,404,41,0.1,0.1,13.78
1,404,19,0.05,0.09,5.45
0,404,59,0.15,0.09,22.61
0,404,33,0.08,0.1,12.25
0,404,50,0.12,0.14,17.1
1,404,63,0.16,0.11,18.8
1,404,33,0.08,0.08,8.52
1,404,72,0.18,0.12,27.3
1,404,16,0.04,0.07,4.93
1,404,60,0.15,0.14,21.9
1,404,26,0.06,0.1,9.22
1,404,98,0.24,0.13,35.04
0,404,50,0.12,0.1,18.77
1,404,74,0.18,0.12,27.24
0,404,166,0.41,0.18,66.53
1,404,55,0.14,0.11,17.91
0,404,26,0.06,0.05,12.25
0,404,69,0.17,0.13,23.72
0,404,63,0.16,0.1,21.59
1,404,73,0.18,0.14,28.67
1,404,60,0.15,0.09,25.73
1,404,70,0.17,0.15,25.72
1,404,23,0.06,0.06,8.6
1,404,63,0.16,0.14,25.65
1,404,80,0.2,0.13,33.57
1,404,23,0.06,0.08,8.14
0,404,114,0.28,0.16,46.06
0,404,37,0.09,0.06,12
0,404,30,0.07,0.05,10.8
0,404,97,0.24,0.16,38.18
1,404,15,0.04,0.05,5.61
1,404,23,0.06,0.05,8.09
0,404,72,0.18,0.12,29.69
1,404,5,0.01,0.06,1.17
0,404,55,0.14,0.1,19.78
0,404,48,0.12,0.07,11.85
1,404,33,0.08,0.07,13.1
1,404,34,0.08,0.08,12.24
0,404,115,0.28,0.1,43.41
0,404,68,0.17,0.07,24.34
1,404,34,0.08,0.06,11.49
1,404,36,0.09,0.07,9.92
1,404,48,0.12,0.13,17.43
1,404,44,0.11,0.08,15.69
0,404,117,0.29,0.19,37.49
0,404,71,0.18,0.07,23.07
0,404,70,0.17,0.1,29.01
0,404,37,0.09,0.08,14.12
0,404,13,0.03,0.07,3.19
0,404,76,0.19,0.16,24.29
0,404,55,0.14,0.13,20.99
0,404,35,0.09,0.09,13.1
0,404,29,0.07,0.06,11.43
0,404,102,0.25,0.18,37.71
0,404,34,0.08,0.06,11.85
0,404,66,0.16,0.11,22.99
1,404,46,0.11,0.06,19.43
1,404,28,0.07,0.11,11.95
0,404,63,0.16,0.09,28.2
1,404,27,0.07,0.06,11.27
1,404,48,0.12,0.11,14.36
1,404,24,0.06,0.05,8.09
0,404,123,0.3,0.12,41.95
0,404,33,0.08,0.08,10.43
1,404,64,0.16,0.14,15.7
1,404,35,0.09,0.06,10.01
1,404,20,0.05,0.07,7.35
0,404,64,0.16,0.1,21.5
0,404,67,0.17,0.1,25.61
0,414,71,0.17,0.12,14.51
1,414,47,0.11,0.06,13.95
1,414,131,0.32,0.1,38.83
0,414,64,0.15,0.13,17.6
0,414,94,0.23,0.1,27.21
0,414,52,0.13,0.14,11.72
0,414,66,0.16,0.09,17.77
0,414,105,0.25,0.11,27.97
1,414,71,0.17,0.08,19.64
1,414,18,0.04,0.03,3.75
1,414,139,0.34,0.17,36.39
1,414,119,0.29,0.17,33.23
0,414,87,0.21,0.1,24.29
0,414,63,0.15,0.07,15.43
0,414,62,0.15,0.06,16.47
0,414,95,0.23,0.06,27.23
0,414,43,0.1,0.08,10.08
0,414,46,0.11,0.09,10.58
0,414,47,0.11,0.03,12.62
0,414,80,0.19,0.18,13.41
1,414,50,0.12,0.04,10.06
0,414,49,0.12,0.11,9.96
1,414,43,0.1,0.03,10.46
1,414,40,0.1,0.07,9.38
1,414,100,0.24,0.15,25.91
0,414,51,0.12,0.1,12.32
0,414,62,0.15,0.14,14.11
0,414,53,0.13,0.12,12.15
0,414,90,0.22,0.14,18.91
1,414,60,0.14,0.09,14.22
0,414,96,0.23,0.14,23.23
1,414,70,0.17,0.07,19.56
0,414,77,0.19,0.05,21.66
1,414,74,0.18,0.07,18.28
1,414,103,0.25,0.16,23.57
0,414,40,0.1,0.04,11.24
0,414,96,0.23,0.13,23.99
0,414,14,0.03,0.06,4.08
0,414,25,0.06,0.04,6.98
1,414,30,0.07,0.03,9.02
1,414,54,0.13,0.08,18.35
1,414,25,0.06,0.06,5.4
1,414,60,0.14,0.09,15.53
1,414,86,0.21,0.06,21.78
0,414,52,0.13,0.07,13.61
0,414,88,0.21,0.07,19.52
0,414,70,0.17,0.14,16.79
0,414,45,0.11,0.08,12.42
0,414,24,0.06,0.07,3.89
0,414,89,0.21,0.11,21.59
1,414,53,0.13,0.05,10.2
1,414,101,0.24,0.15,23.82
0,231,41,0.18,0.08,10.68
0,231,41,0.18,0.13,11.49
0,231,46,0.2,0.11,15.48
0,231,30,0.13,0.09,7.27
0,231,25,0.11,0.07,8.19
0,231,82,0.35,0.11,25.11
0,231,47,0.2,0.09,12.59
1,231,162,0.7,0.19,46.69
0,231,54,0.23,0.13,13.44
0,231,53,0.23,0.12,14.64
0,231,23,0.1,0.08,5.91
1,231,27,0.12,0.07,10.35
0,231,37,0.16,0.11,8.95
1,231,116,0.5,0.13,28.08
1,231,38,0.16,0.08,8.66
1,231,87,0.38,0.16,21.63
1,231,34,0.15,0.09,7.27
0,231,92,0.4,0.21,23.17
1,231,53,0.23,0.1,13.19
1,231,39,0.17,0.12,9.22
1,231,40,0.17,0.08,11.52
1,231,53,0.23,0.08,15.67
1,231,150,0.65,0.19,41.52
0,231,59,0.26,0.08,16.94
1,231,41,0.18,0.1,9.34
0,231,49,0.21,0.08,12.67
0,231,29,0.13,0.08,7.68
1,231,151,0.65,0.19,38.36
1,239,38,0.16,0.08,6.13
1,239,33,0.14,0.09,6.17
1,239,67,0.28,0.12,9.28
1,239,31,0.13,0.08,4.07
0,239,57,0.24,0.11,10.2
1,239,101,0.42,0.19,12.88
1,239,144,0.6,0.45,20.69
0,239,71,0.3,0.05,11.99
0,239,110,0.46,0.32,16.79
1,239,42,0.18,0.14,4.49
1,239,39,0.16,0.09,6.69
0,239,92,0.38,0.4,10.08
1,239,49,0.21,0.16,6.02
0,239,68,0.28,0.12,12.48
0,239,32,0.13,0.09,5.72
0,239,64,0.27,0.15,9.76
0,239,76,0.32,0.14,11.85
0,239,39,0.16,0.09,6.47
0,239,70,0.29,0.19,9.22
0,239,45,0.19,0.14,5.59
0,239,69,0.29,0.14,10.74
0,239,94,0.39,0.21,13.7
0,239,102,0.43,0.24,14.78
0,239,56,0.23,0.12,7.62
0,239,59,0.25,0.12,10.77
1,239,87,0.36,0.08,12.92
1,239,81,0.34,0.22,11.72
1,239,43,0.18,0.19,4.78
1,239,47,0.2,0.17,7.25
0,239,118,0.49,0.36,16.96
0,239,56,0.23,0.1,11.3
1,283,139,0.49,0.14,40.79
1,283,78,0.28,0.22,21.03
0,283,67,0.24,0.09,18.95
0,283,90,0.32,0.1,25.91
1,283,36,0.13,0.14,9.44
1,283,118,0.42,0.31,27.02
1,283,89,0.31,0.27,19.5
0,283,66,0.23,0.19,15.77
0,283,25,0.09,0.05,6.2
0,283,45,0.16,0.11,11.66
0,283,61,0.22,0.21,19.08
1,283,22,0.08,0.09,3.5
1,283,52,0.18,0.19,13.92
1,283,105,0.37,0.21,27.02
1,283,51,0.18,0.1,15.07
1,283,42,0.15,0.11,10.39
0,283,103,0.36,0.22,25.86
0,283,52,0.18,0.09,13.75
0,283,31,0.11,0.13,7.97
0,283,47,0.17,0.11,11
0,283,42,0.15,0.21,9.8
1,283,64,0.23,0.16,16.29
1,283,126,0.45,0.17,37.43
1,283,18,0.06,0.04,5.57
0,283,80,0.28,0.12,24.65
0,283,13,0.05,0.05,3.15
0,283,32,0.11,0.11,10.32
0,283,13,0.05,0.05,3.15
0,283,52,0.18,0.12,13.69
0,283,55,0.19,0.16,14.93
0,283,11,0.04,0.04,2.17
0,283,96,0.34,0.07,27.45
0,283,47,0.17,0.09,14.89
1,283,64,0.23,0.16,15.58
1,283,34,0.12,0.15,8.12
1,283,40,0.14,0.09,9.54
1,283,73,0.26,0.18,22.16
1,283,60,0.21,0.11,18.7
0,283,49,0.17,0.15,11.56
0,283,36,0.13,0.06,9.2
0,283,61,0.22,0.2,15.68
1,283,28,0.1,0.05,9.09
1,210,76,0.36,0.17,20.49
1,210,54,0.26,0.15,15.78
1,210,26,0.12,0.12,6.86
1,210,22,0.1,0.13,6.86
0,210,78,0.37,0.15,20.48
0,210,54,0.26,0.14,13.88
0,210,31,0.15,0.13,5.34
1,210,70,0.33,0.17,19.01
1,210,37,0.18,0.18,7.37
1,210,55,0.26,0.25,13.62
1,210,88,0.42,0.14,23.81
0,210,58,0.28,0.17,15.08
0,210,33,0.16,0.16,7.5
0,210,69,0.33,0.13,20.8
1,210,30,0.14,0.13,8.28
0,210,62,0.3,0.18,16.49
0,210,85,0.4,0.23,21.21
0,210,64,0.3,0.11,16.3
0,210,43,0.2,0.15,11.93
0,210,33,0.16,0.09,9.04
0,210,25,0.12,0.11,7.96
0,210,49,0.23,0.17,12.46
0,210,57,0.27,0.13,12.63
0,210,18,0.09,0.11,5.2
1,210,25,0.12,0.09,5.28
1,210,68,0.32,0.13,19.23
1,210,25,0.12,0.06,6.33
1,210,26,0.12,0.05,7.71
1,210,39,0.19,0.15,11.6
1,210,40,0.19,0.13,13.14
0,210,57,0.27,0.16,13.75
1,210,62,0.3,0.1,16.55
1,210,88,0.42,0.24,22.56
1,210,33,0.16,0.12,9.09
0,210,40,0.19,0.08,9.81
1,210,53,0.25,0.16,13.11
1,210,84,0.4,0.27,19.37
1,210,59,0.28,0.21,16.31
1,210,119,0.57,0.31,29.92
0,210,67,0.32,0.17,21.4
0,210,29,0.14,0.07,11.66
0,210,5,0.02,0.05,1.79
0,210,59,0.28,0.17,17.33
1,210,22,0.1,0.06,7.3
1,210,52,0.25,0.23,11.14
1,210,42,0.2,0.15,12.73
1,210,46,0.22,0.13,10.97
1,210,19,0.09,0.06,5.6
0,210,85,0.4,0.22,22.84
0,210,76,0.36,0.2,20.22
0,210,49,0.23,0.09,17.91
0,210,24,0.11,0.1,7.99
0,210,149,0.71,0.35,40.2
1,210,29,0.14,0.08,8.6
0,210,57,0.27,0.15,13.55
0,210,34,0.16,0.08,12.44
0,210,84,0.4,0.25,21.16
1,210,34,0.16,0.11,8
0,210,6,0.03,0.05,2.2
0,210,70,0.33,0.18,13.67
0,210,37,0.18,0.07,13.13
1,210,69,0.33,0.15,18.97
0,210,46,0.22,0.14,9.01
0,210,52,0.25,0.17,15.46
0,210,40,0.19,0.09,12.71
0,210,17,0.08,0.07,4.18
0,210,38,0.18,0.12,10.92
0,210,48,0.23,0.18,12.43
0,210,35,0.17,0.13,7.92
0,210,17,0.08,0.07,4.18
0,210,70,0.33,0.19,20.91
0,210,42,0.2,0.13,9.3
0,210,84,0.4,0.22,19.62
0,210,25,0.12,0.09,9.81
0,210,73,0.35,0.22,18.8
1,210,42,0.2,0.13,10.25
1,210,61,0.29,0.17,19.17
1,439,42,0.1,0.14,16.51
0,439,60,0.14,0.12,24.6
1,439,29,0.07,0.14,8.99
0,439,27,0.06,0.13,8.56
1,439,44,0.1,0.11,20.07
0,439,41,0.09,0.04,16.68
1,439,10,0.02,0.04,3.85
0,439,53,0.12,0.16,15.26
0,439,81,0.18,0.27,29.35
1,439,106,0.24,0.2,33.22
1,439,37,0.08,0.1,10.46
0,439,42,0.1,0.16,14.18
1,439,63,0.14,0.14,22.51
0,439,49,0.11,0.22,18.6
1,439,62,0.14,0.21,22.81
0,439,64,0.15,0.14,15.21
0,439,96,0.22,0.17,24.25
0,439,31,0.07,0.11,11.68
0,439,98,0.22,0.18,23.84
0,439,31,0.07,0.11,11.27
1,439,61,0.14,0.14,17.3
1,439,52,0.12,0.16,17.36
1,439,28,0.06,0.04,8.58
1,439,43,0.1,0.14,12.38
1,439,33,0.08,0.11,7.99
0,439,62,0.14,0.23,20.77
1,439,12,0.03,0.05,3.09
0,439,83,0.19,0.19,25.28
1,439,13,0.03,0.04,3.78
0,439,46,0.1,0.14,12.52
1,439,91,0.21,0.18,34.46
1,439,34,0.08,0.15,10.93
1,439,72,0.16,0.06,32.19
0,439,58,0.13,0.22,17.1
0,439,28,0.06,0.09,9.39
0,439,60,0.14,0.12,20.3
0,439,89,0.2,0.16,29.96
0,439,12,0.03,0.04,3.78
0,439,39,0.09,0.09,12.4
0,439,98,0.22,0.2,28.94
0,439,27,0.06,0.04,12.57
1,439,44,0.1,0.15,12.38
1,439,43,0.1,0.15,12.42
1,439,45,0.1,0.12,11.77
0,439,114,0.26,0.67,32.03
1,439,35,0.08,0.07,10.09
1,439,144,0.33,0.21,44.72
0,439,88,0.2,0.14,28.71
0,439,86,0.2,0.1,23.68
0,439,55,0.13,0.05,19.57
0,439,52,0.12,0.21,15.36
1,439,44,0.1,0.09,15.53
0,439,42,0.1,0.19,11.76
1,439,47,0.11,0.12,15.56
0,439,51,0.12,0.11,19.2
1,439,42,0.1,0.16,12.34
1,439,53,0.12,0.13,21.11
0,439,67,0.15,0.3,22.36
0,439,72,0.16,0.27,21.69
0,439,81,0.18,0.34,23.94
0,439,22,0.05,0.07,8.93
1,439,105,0.24,0.28,34.29
0,439,28,0.06,0.18,6.88
1,439,13,0.03,0.04,7.37
0,439,60,0.14,0.18,23.01
0,439,78,0.18,0.23,27.08
0,439,51,0.12,0.19,19.62
1,439,137,0.31,0.26,43.92
1,439,50,0.11,0.21,16.45
1,439,62,0.14,0.13,22.96
0,439,86,0.2,0.16,26.8
0,439,88,0.2,0.13,26.39
1,439,65,0.15,0.14,23.14
1,439,53,0.12,0.13,19.72
1,439,43,0.1,0.1,18.39
1,439,57,0.13,0.13,17.99
0,439,33,0.08,0.04,12.28
0,439,18,0.04,0.1,5.37
1,349,38,0.11,0.06,10.22
0,349,45,0.13,0.05,15.27
1,349,57,0.16,0.07,18.78
1,349,97,0.28,0.14,29.08
0,349,47,0.13,0.08,11.91
0,349,25,0.07,0.12,4.81
0,349,33,0.09,0.1,5.77
1,349,67,0.19,0.21,18.27
1,349,63,0.18,0.1,18.5
1,349,114,0.33,0.21,28.75
1,349,43,0.12,0.08,10.29
1,349,37,0.11,0.06,10.26
1,349,52,0.15,0.12,15.95
0,349,56,0.16,0.17,13.24
0,349,34,0.1,0.17,10.02
1,349,99,0.28,0.13,29.46
1,349,50,0.14,0.11,14.51
0,349,80,0.23,0.12,23.73
1,349,30,0.09,0.05,8.73
0,349,42,0.12,0.05,15.68
0,349,54,0.15,0.1,16.78
0,349,28,0.08,0.04,7.4
0,349,33,0.09,0.04,9.83
0,349,57,0.16,0.1,15.01
1,349,26,0.07,0.09,7.24
1,349,81,0.23,0.13,24.55
0,349,65,0.19,0.14,19.73
1,349,63,0.18,0.1,15.21
1,349,32,0.09,0.09,7.53
0,349,49,0.14,0.08,15.11
0,349,36,0.1,0.1,8.42
1,349,49,0.14,0.04,15.56
0,349,37,0.11,0.09,7.12
0,349,33,0.09,0.05,9.54
0,349,48,0.14,0.1,10.41
0,349,102,0.29,0.17,29.37
0,349,15,0.04,0.09,4.47
1,349,48,0.14,0.08,13.89
1,349,25,0.07,0.11,6.21
1,349,91,0.26,0.12,24.66
0,349,26,0.07,0.06,5.68
0,349,71,0.2,0.15,19.23
0,349,68,0.19,0.09,22.01
0,349,12,0.03,0.03,4.22
1,349,87,0.25,0.12,22.92
1,349,47,0.13,0.15,12.99
0,349,40,0.11,0.08,10.74
1,349,72,0.21,0.16,21.79
0,349,93,0.27,0.2,23.7
0,349,54,0.15,0.09,17.29
1,349,37,0.11,0.07,9.47
0,349,60,0.17,0.1,16.31
0,349,90,0.26,0.17,24.63
0,349,56,0.16,0.06,16.6
1,349,30,0.09,0.08,7.61
1,349,76,0.22,0.18,22.91
1,349,24,0.07,0.09,5.8
1,349,53,0.15,0.06,17.54
1,349,78,0.22,0.16,23.07
0,349,57,0.16,0.05,17.7
1,212,67,0.32,0.13,4.47
1,212,205,0.97,0.26,15.6
0,212,51,0.24,0.07,6.02
0,212,47,0.22,0.09,2.9
1,212,57,0.27,0.05,4.58
1,212,99,0.47,0.12,8.33
1,212,69,0.33,0.24,6.19
0,212,63,0.3,0.19,4.86
0,212,93,0.44,0.36,7.74
0,212,103,0.49,0.29,8.55
0,212,67,0.32,0.15,5.49
0,212,53,0.25,0.16,3.19
0,212,64,0.3,0.08,6.37
0,212,59,0.28,0.18,4.8
0,212,41,0.19,0.06,4.22
1,212,82,0.39,0.12,6.19
1,212,74,0.35,0.2,6.47
1,212,76,0.36,0.14,4.29
0,212,66,0.31,0.19,4.46
0,212,65,0.31,0.21,6.47
0,212,136,0.64,0.38,12.42
0,212,145,0.68,0.26,13
0,212,80,0.38,0.23,7.28
1,211,27,0.13,0.05,6.73
1,211,28,0.13,0.14,5.57
1,211,36,0.17,0.11,11.49
1,211,68,0.32,0.21,14.32
1,211,67,0.32,0.2,16
1,211,53,0.25,0.12,11.35
0,211,50,0.24,0.27,8.86
0,211,36,0.17,0.1,7.94
0,211,29,0.14,0.11,7.28
0,211,37,0.18,0.2,7.19
0,211,53,0.25,0.18,9.86
0,211,33,0.16,0.12,10.15
1,211,38,0.18,0.08,9.45
1,211,53,0.25,0.18,12.15
1,211,29,0.14,0.15,7.1
1,211,47,0.22,0.21,9.66
1,211,55,0.26,0.08,14.85
1,211,55,0.26,0.21,12.21
0,211,99,0.47,0.18,22.78
1,211,94,0.45,0.21,17.98
1,211,32,0.15,0.09,6.73
1,211,30,0.14,0.05,6.36
0,211,102,0.48,0.27,18.68
0,211,51,0.24,0.18,9.27
0,211,67,0.32,0.23,13.18
0,211,25,0.12,0.04,5.03
0,211,25,0.12,0.05,6.73
0,211,53,0.25,0.09,12.37
0,211,36,0.17,0.15,8.02
0,211,7,0.03,0.04,1.62
0,211,40,0.19,0.15,7.43
0,211,64,0.3,0.29,17.21
0,211,25,0.12,0.04,5.03
0,211,39,0.18,0.19,7.5
0,211,33,0.16,0.17,7.19
1,211,75,0.36,0.28,17.52
1,211,20,0.09,0.05,6.33
1,247,73,0.3,0.11,20.97
0,247,26,0.11,0.05,7.34
0,247,58,0.23,0.13,13.32
0,247,43,0.17,0.15,8.53
1,247,66,0.27,0.17,15.16
1,247,26,0.11,0.14,6.8
1,247,55,0.22,0.19,11.14
1,247,56,0.23,0.27,11.07
1,247,61,0.25,0.22,15.93
0,247,34,0.14,0.06,8.23
0,247,78,0.32,0.14,16.67
0,247,42,0.17,0.09,10.54
0,247,70,0.28,0.13,17.16
1,247,34,0.14,0.12,6.64
1,247,49,0.2,0.11,11.96
1,247,69,0.28,0.15,12.53
1,247,69,0.28,0.1,14.24
0,247,61,0.25,0.18,13.82
0,247,70,0.28,0.11,17.3
0,247,90,0.36,0.16,21.85
0,247,51,0.21,0.21,9.42
0,247,20,0.08,0.04,3.52
1,247,37,0.15,0.13,4.92
1,247,127,0.51,0.29,29.4
1,247,63,0.26,0.19,15.33
0,247,64,0.26,0.12,17.75
0,247,37,0.15,0.11,10.93
0,247,29,0.12,0.1,8.82
0,247,41,0.17,0.1,11.94
0,247,52,0.21,0.15,12.94
0,247,124,0.5,0.23,25.09
0,247,66,0.27,0.2,10.54
0,247,61,0.25,0.16,9.44
0,247,75,0.3,0.16,17.36
0,247,6,0.02,0.03,1.62
1,373,61,0.16,0.12,17.48
1,373,65,0.17,0.2,19.49
1,373,33,0.09,0.05,10.88
0,373,45,0.12,0.05,15.97
0,373,122,0.33,0.19,33.2
1,373,68,0.18,0.11,22.4
1,373,42,0.11,0.08,20.24
1,373,27,0.07,0.09,7.05
0,373,43,0.12,0.08,13.83
0,373,52,0.14,0.17,14.81
0,373,64,0.17,0.08,24.81
0,373,49,0.13,0.09,14.3
1,373,46,0.12,0.06,16.68
0,373,39,0.1,0.05,9.22
0,373,37,0.1,0.09,11.98
0,373,22,0.06,0.05,5.62
0,373,48,0.13,0.13,14.23
1,373,79,0.21,0.14,26.73
1,373,133,0.36,0.26,46.11
0,373,32,0.09,0.07,9.55
1,373,50,0.13,0.11,17.29
1,373,28,0.08,0.08,8.19
1,373,30,0.08,0.04,9.9
1,373,70,0.19,0.1,27.11
0,373,39,0.1,0.14,13.9
0,373,107,0.29,0.21,33.18
0,373,38,0.1,0.08,10.94
1,373,54,0.14,0.09,16.3
1,373,21,0.06,0.06,7.41
0,373,135,0.36,0.33,36.6
0,373,54,0.14,0.14,14.97
0,373,46,0.12,0.15,8.86
0,373,61,0.16,0.14,17.88
1,373,61,0.16,0.1,20.76
0,373,68,0.18,0.11,20.24
0,373,25,0.07,0.05,7.32
1,373,55,0.15,0.13,19.32
0,373,41,0.11,0.12,13.48
0,373,90,0.24,0.17,29.86
0,373,46,0.12,0.08,12.57
1,373,41,0.11,0.08,12.25
0,373,36,0.1,0.1,11.29
1,373,26,0.07,0.06,6.58
1,373,95,0.25,0.15,29.98
1,373,59,0.16,0.11,19.24
0,373,78,0.21,0.16,23.68
0,373,52,0.14,0.14,13.91
0,373,34,0.09,0.1,11.4
0,373,1,0,0.04,-0.04
0,373,35,0.09,0.06,9.96
0,373,38,0.1,0.09,12.1
0,373,57,0.15,0.12,16.54
1,373,63,0.17,0.09,22.9
1,373,123,0.33,0.24,40.67
1,373,68,0.18,0.1,19.66
0,373,44,0.12,0.1,13.36
0,373,68,0.18,0.23,18.44
0,373,90,0.24,0.16,30.85
1,373,55,0.15,0.16,17.34
0,373,58,0.16,0.15,20.21
0,373,50,0.13,0.1,15.91
0,373,81,0.22,0.12,31.02
1,373,94,0.25,0.15,34.01
1,373,16,0.04,0.05,5.1
1,347,28,0.08,0.09,10.4
1,347,63,0.18,0.13,26.82
1,347,73,0.21,0.11,28.61
1,347,33,0.1,0.1,13.37
1,347,42,0.12,0.12,15.06
0,347,44,0.13,0.1,12.29
0,347,25,0.07,0.09,8.85
0,347,26,0.07,0.08,10.14
0,347,21,0.06,0.09,7.82
0,347,55,0.16,0.11,20.56
0,347,79,0.23,0.12,31.61
1,347,58,0.17,0.09,24.33
1,347,44,0.13,0.08,18.06
0,347,53,0.15,0.11,19.94
0,347,58,0.17,0.09,19.54
1,347,27,0.08,0.08,12.01
1,347,104,0.3,0.12,38.79
1,347,66,0.19,0.13,25.28
0,347,46,0.13,0.11,17.53
0,347,96,0.28,0.17,37.58
1,347,45,0.13,0.09,17.43
0,347,102,0.29,0.14,37.59
0,347,36,0.1,0.08,11.66
0,347,31,0.09,0.08,10.96
1,347,48,0.14,0.09,16.45
1,347,66,0.19,0.12,25.5
0,347,70,0.2,0.11,24.65
0,347,59,0.17,0.11,25.35
0,347,53,0.15,0.1,19.99
0,347,17,0.05,0.08,6.02
0,347,44,0.13,0.1,16.22
0,347,76,0.22,0.09,33
0,347,19,0.05,0.08,6.18
0,347,35,0.1,0.11,15.69
